date,place_code,place_name,race_no,order_id,created_at,bet_type_code,bet_type_label,pack_deme,pack_votes,vote_amount,hit_amount,henkan_amount,tokubarai_amount
2026-07-02,6,sanyou,9,61655849,2026-07-02T14:42:43+09:00,rt3,三連単,7-5-6,1,100,0,0,0
2026-07-03,3,isesaki,6,61689240,2026-07-03T17:11:27+09:00,rf3,三連複,478=478=478,1,100,0,0,0
2026-07-03,3,isesaki,7,61690398,2026-07-03T17:41:25+09:00,rf3,三連複,178=178=178,1,100,0,0,0
2026-07-03,6,sanyou,10,61682961,2026-07-03T15:14:37+09:00,rf3,三連複,136=136=136,1,100,0,0,0
2026-07-03,6,sanyou,10,61682961,2026-07-03T15:14:37+09:00,rt3,三連単,1-3-6,1,100,0,0,0
2026-07-04,6,sanyou,1,61700838,2026-07-04T10:53:06+09:00,rf3,三連複,357=357=357,1,100,150,0,0
2026-07-04,6,sanyou,1,61700838,2026-07-04T10:53:06+09:00,rt3,三連単,5-3-7,1,100,0,0,0
2026-07-04,6,sanyou,5,61704386,2026-07-04T12:39:33+09:00,rf3,三連複,257=257=257,1,100,0,0,0
2026-07-04,6,sanyou,5,61704386,2026-07-04T12:39:33+09:00,rt3,三連単,7-5-2,1,100,0,0,0
2026-07-04,6,sanyou,7,61706719,2026-07-04T13:39:43+09:00,rf3,三連複,137=137=137,1,100,0,0,0
2026-07-04,6,sanyou,7,61706719,2026-07-04T13:39:43+09:00,rt3,三連単,7-1-3,1,100,0,0,0
2026-07-05,3,isesaki,11,61760920,2026-07-05T19:57:39+09:00,rf3,三連複,378=378=378,1,100,0,0,0
2026-07-05,3,isesaki,2,61744166,2026-07-05T15:21:29+09:00,rf3,三連複,236=236=236,1,100,0,0,0
2026-07-05,4,hamamatsu,6,61738157,2026-07-05T13:12:40+09:00,rf3,三連複,468=468=468,1,100,0,0,0
2026-07-05,4,hamamatsu,6,61738157,2026-07-05T13:12:40+09:00,rt3,三連単,8-4-6,1,100,0,0,0
2026-07-06,4,hamamatsu,9,61773222,2026-07-06T14:43:39+09:00,rf3,三連複,457=457=457,1,100,610,0,0
2026-07-06,4,hamamatsu,9,61773222,2026-07-06T14:43:39+09:00,rt3,三連単,7-4-5,1,100,0,0,0
2026-07-07,4,hamamatsu,3,61791980,2026-07-07T11:43:40+09:00,rf3,三連複,678=678=678,1,100,0,0,0
2026-07-07,4,hamamatsu,3,61791980,2026-07-07T11:43:40+09:00,rt3,三連単,6-8-7,1,100,0,0,0
2026-07-07,4,hamamatsu,7,61795550,2026-07-07T13:42:31+09:00,rf3,三連複,348=348=348,1,100,0,0,0
2026-07-07,4,hamamatsu,7,61795550,2026-07-07T13:42:31+09:00,rt3,三連単,8-3-4,1,100,0,0,0
2026-07-07,5,iizuka,3,61804482,2026-07-07T19:32:33+09:00,rf3,三連複,157=157=157,1,100,0,0,0
2026-07-07,5,iizuka,4,61805462,2026-07-07T19:59:27+09:00,rf3,三連複,457=457=457,1,100,0,0,0
2026-07-07,5,iizuka,6,61807743,2026-07-07T20:53:32+09:00,rf3,三連複,267=267=267,1,100,0,0,0
2026-07-08,4,hamamatsu,8,61821132,2026-07-08T14:12:43+09:00,rf3,三連複,378=378=378,1,100,0,0,0
2026-07-08,4,hamamatsu,8,61821132,2026-07-08T14:12:43+09:00,rt3,三連単,7-8-3,1,100,0,0,0
2026-07-08,5,iizuka,12,61839493,2026-07-08T23:41:28+09:00,rf3,三連複,237=237=237,1,100,0,0,0
2026-07-09,5,iizuka,10,61861948,2026-07-09T22:45:31+09:00,rf3,三連複,357=357=357,1,100,0,0,0
2026-07-09,5,iizuka,12,61864218,2026-07-09T23:41:27+09:00,rf3,三連複,467=467=467,1,100,0,0,0
2026-07-10,5,iizuka,1,61878418,2026-07-10T18:38:37+09:00,rf3,三連複,256=256=256,1,100,0,0,0
2026-07-10,5,iizuka,4,61881020,2026-07-10T19:59:36+09:00,rf3,三連複,356=356=356,1,100,0,0,0
2026-07-10,5,iizuka,9,61887110,2026-07-10T22:17:35+09:00,rf3,三連複,257=257=257,1,100,0,0,0
